# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                  3                     4                      5                6                     7                8                     9
#           Crank     Cycle_Number Net_Mass_Flow_Rate Net_Mass_Flow_Rate_In Net_Mass_Flow_Rate_Out   Mass_Flow_Rate Parcel_Mass_flow_Rate   Mass_Flow_Rate Parcel_Mass_flow_Rate
#           (DEG)         (number)             (kg/s)                (kg/s)                 (kg/s)           (kg/s)                (kg/s)           (kg/s)                (kg/s)
#          (none)           (none)             (none)                (none)                 (none)       bound_id_6            bound_id_6       bound_id_7            bound_id_7
    3.3187746e+02            12485      7.0703499e-03        -4.0516461e-05          7.1108664e-03    7.1108664e-03         0.0000000e+00   -4.0516461e-05         0.0000000e+00
    3.3198179e+02            12486      7.0232592e-03        -4.9126544e-05          7.0723857e-03    7.0723857e-03         0.0000000e+00   -4.9126544e-05         0.0000000e+00
    3.3209254e+02            12487      6.9710438e-03        -5.8980880e-05          7.0300247e-03    7.0300247e-03         0.0000000e+00   -5.8980880e-05         0.0000000e+00
    3.3219882e+02            12488      6.9262903e-03        -6.4265761e-05          6.9905561e-03    6.9905561e-03         0.0000000e+00   -6.4265761e-05         0.0000000e+00
    3.3230343e+02            12489      6.8813818e-03        -6.9254276e-05          6.9506360e-03    6.9506360e-03         0.0000000e+00   -6.9254276e-05         0.0000000e+00
    3.3240946e+02            12490      6.8358324e-03        -7.4054091e-05          6.9098865e-03    6.9098865e-03         0.0000000e+00   -7.4054091e-05         0.0000000e+00
    3.3251539e+02            12491      6.7926323e-03        -7.6945747e-05          6.8695780e-03    6.8695780e-03         0.0000000e+00   -7.6945747e-05         0.0000000e+00
    3.3262156e+02            12492      6.7503462e-03        -7.8499010e-05          6.8288453e-03    6.8288453e-03         0.0000000e+00   -7.8499010e-05         0.0000000e+00
    3.3271646e+02            12493      6.7172994e-03        -7.6239279e-05          6.7935387e-03    6.7935387e-03         0.0000000e+00   -7.6239279e-05         0.0000000e+00
    3.3282249e+02            12494      6.6723541e-03        -7.8182005e-05          6.7505361e-03    6.7505361e-03         0.0000000e+00   -7.8182005e-05         0.0000000e+00
    3.3292841e+02            12495      6.6353640e-03        -7.4835055e-05          6.7101991e-03    6.7101991e-03         0.0000000e+00   -7.4835055e-05         0.0000000e+00
    3.3303869e+02            12496      6.5978090e-03        -6.9575900e-05          6.6673849e-03    6.6673849e-03         0.0000000e+00   -6.9575900e-05         0.0000000e+00
    3.3314318e+02            12497      6.5670711e-03        -6.0702645e-05          6.6277737e-03    6.6277737e-03         0.0000000e+00   -6.0702645e-05         0.0000000e+00
    3.3325372e+02            12498      6.5312331e-03        -5.2949969e-05          6.5841831e-03    6.5841831e-03         0.0000000e+00   -5.2949969e-05         0.0000000e+00
    3.3335986e+02            12499      6.5028507e-03        -4.1426948e-05          6.5442776e-03    6.5442776e-03         0.0000000e+00   -4.1426948e-05         0.0000000e+00
    3.3346611e+02            12500      6.4745863e-03        -2.9121943e-05          6.5037082e-03    6.5037082e-03         0.0000000e+00   -2.9121943e-05         0.0000000e+00
    3.3357226e+02            12501      6.4484158e-03        -1.5467014e-05          6.4638829e-03    6.4638829e-03         0.0000000e+00   -1.5467014e-05         0.0000000e+00
    3.3367676e+02            12502      6.4244598e-03        -9.4634796e-07          6.4254062e-03    6.4254062e-03         0.0000000e+00   -9.4634796e-07         0.0000000e+00
    3.3378266e+02            12503      6.4006274e-03         1.4432335e-05          6.3861950e-03    6.3861950e-03         0.0000000e+00    1.4432335e-05         0.0000000e+00
    3.3388845e+02            12504      6.3807552e-03         3.2094325e-05          6.3486608e-03    6.3486608e-03         0.0000000e+00    3.2094325e-05         0.0000000e+00
    3.3399413e+02            12505      6.3642930e-03         5.1888375e-05          6.3124046e-03    6.3124046e-03         0.0000000e+00    5.1888375e-05         0.0000000e+00
    3.3409972e+02            12506      6.3486553e-03         7.2394850e-05          6.2762605e-03    6.2762605e-03         0.0000000e+00    7.2394850e-05         0.0000000e+00
    3.3420520e+02            12507      6.3341977e-03         9.2632975e-05          6.2415648e-03    6.2415648e-03         0.0000000e+00    9.2632975e-05         0.0000000e+00
    3.3431060e+02            12508      6.3209928e-03         1.1363135e-04          6.2073615e-03    6.2073615e-03         0.0000000e+00    1.1363135e-04         0.0000000e+00
    3.3441590e+02            12509      6.3106813e-03         1.3596088e-04          6.1747204e-03    6.1747204e-03         0.0000000e+00    1.3596088e-04         0.0000000e+00
    3.3452112e+02            12510      6.3023581e-03         1.5939849e-04          6.1429596e-03    6.1429596e-03         0.0000000e+00    1.5939849e-04         0.0000000e+00
    3.3462561e+02            12511      6.2935730e-03         1.8220180e-04          6.1113712e-03    6.1113712e-03         0.0000000e+00    1.8220180e-04         0.0000000e+00
    3.3473198e+02            12512      6.2840321e-03         2.0394060e-04          6.0800915e-03    6.0800915e-03         0.0000000e+00    2.0394060e-04         0.0000000e+00
    3.3484226e+02            12513      6.2746246e-03         2.2665643e-04          6.0479682e-03    6.0479682e-03         0.0000000e+00    2.2665643e-04         0.0000000e+00
    3.3495268e+02            12514      6.2679342e-03         2.5085195e-04          6.0170823e-03    6.0170823e-03         0.0000000e+00    2.5085195e-04         0.0000000e+00
    3.3506608e+02            12515      6.2605221e-03         2.7513433e-04          5.9853878e-03    5.9853878e-03         0.0000000e+00    2.7513433e-04         0.0000000e+00
    3.3517658e+02            12516      6.2526569e-03         2.9728837e-04          5.9553685e-03    5.9553685e-03         0.0000000e+00    2.9728837e-04         0.0000000e+00
    3.3528720e+02            12517      6.2424651e-03         3.1746390e-04          5.9250012e-03    5.9250012e-03         0.0000000e+00    3.1746390e-04         0.0000000e+00
    3.3539180e+02            12518      6.2338295e-03         3.3654805e-04          5.8972814e-03    5.8972814e-03         0.0000000e+00    3.3654805e-04         0.0000000e+00
    3.3550265e+02            12519      6.2232268e-03         3.5605709e-04          5.8671697e-03    5.8671697e-03         0.0000000e+00    3.5605709e-04         0.0000000e+00
    3.3561338e+02            12520      6.2126563e-03         3.7406549e-04          5.8385908e-03    5.8385908e-03         0.0000000e+00    3.7406549e-04         0.0000000e+00
    3.3572411e+02            12521      6.1987167e-03         3.8904738e-04          5.8096694e-03    5.8096694e-03         0.0000000e+00    3.8904738e-04         0.0000000e+00
    3.3583485e+02            12522      6.1842063e-03         4.0293308e-04          5.7812732e-03    5.7812732e-03         0.0000000e+00    4.0293308e-04         0.0000000e+00
    3.3594612e+02            12523      6.1704124e-03         4.1666664e-04          5.7537457e-03    5.7537457e-03         0.0000000e+00    4.1666664e-04         0.0000000e+00
    3.3605261e+02            12524      6.1570623e-03         4.2888320e-04          5.7281791e-03    5.7281791e-03         0.0000000e+00    4.2888320e-04         0.0000000e+00
    3.3616405e+02            12525      6.1396596e-03         4.3884426e-04          5.7008153e-03    5.7008153e-03         0.0000000e+00    4.3884426e-04         0.0000000e+00
    3.3627479e+02            12526      6.1206951e-03         4.4613083e-04          5.6745642e-03    5.6745642e-03         0.0000000e+00    4.4613083e-04         0.0000000e+00
    3.3638111e+02            12527      6.1023259e-03         4.5213837e-04          5.6501876e-03    5.6501876e-03         0.0000000e+00    4.5213837e-04         0.0000000e+00
    3.3648573e+02            12528      6.0841183e-03         4.5790625e-04          5.6262120e-03    5.6262120e-03         0.0000000e+00    4.5790625e-04         0.0000000e+00
    3.3659648e+02            12529      6.0633786e-03         4.6246124e-04          5.6009174e-03    5.6009174e-03         0.0000000e+00    4.6246124e-04         0.0000000e+00
    3.3670292e+02            12530      6.0409884e-03         4.6348115e-04          5.5775073e-03    5.5775073e-03         0.0000000e+00    4.6348115e-04         0.0000000e+00
    3.3681382e+02            12531      6.0166630e-03         4.6359418e-04          5.5530688e-03    5.5530688e-03         0.0000000e+00    4.6359418e-04         0.0000000e+00
    3.3692457e+02            12532      5.9914868e-03         4.6252794e-04          5.5289589e-03    5.5289589e-03         0.0000000e+00    4.6252794e-04         0.0000000e+00
    3.3703533e+02            12533      5.9655993e-03         4.6066021e-04          5.5049391e-03    5.5049391e-03         0.0000000e+00    4.6066021e-04         0.0000000e+00
    3.3714655e+02            12534      5.9380365e-03         4.5685403e-04          5.4811825e-03    5.4811825e-03         0.0000000e+00    4.5685403e-04         0.0000000e+00
    3.3725305e+02            12535      5.9097534e-03         4.5075151e-04          5.4590019e-03    5.4590019e-03         0.0000000e+00    4.5075151e-04         0.0000000e+00
    3.3736381e+02            12536      5.8803937e-03         4.4424025e-04          5.4361534e-03    5.4361534e-03         0.0000000e+00    4.4424025e-04         0.0000000e+00
    3.3747458e+02            12537      5.8505669e-03         4.3638951e-04          5.4141773e-03    5.4141773e-03         0.0000000e+00    4.3638951e-04         0.0000000e+00
    3.3758536e+02            12538      5.8202571e-03         4.2721368e-04          5.3930434e-03    5.3930434e-03         0.0000000e+00    4.2721368e-04         0.0000000e+00
    3.3769702e+02            12539      5.7883234e-03         4.1610444e-04          5.3722189e-03    5.3722189e-03         0.0000000e+00    4.1610444e-04         0.0000000e+00
    3.3780876e+02            12540      5.7554356e-03         4.0339147e-04          5.3520441e-03    5.3520441e-03         0.0000000e+00    4.0339147e-04         0.0000000e+00
    3.3792058e+02            12541      5.7225102e-03         3.8964013e-04          5.3328701e-03    5.3328701e-03         0.0000000e+00    3.8964013e-04         0.0000000e+00
    3.3803247e+02            12542      5.6892639e-03         3.7483390e-04          5.3144300e-03    5.3144300e-03         0.0000000e+00    3.7483390e-04         0.0000000e+00
    3.3814443e+02            12543      5.6550248e-03         3.5848220e-04          5.2965426e-03    5.2965426e-03         0.0000000e+00    3.5848220e-04         0.0000000e+00
    3.3825646e+02            12544      5.6195751e-03         3.4044218e-04          5.2791329e-03    5.2791329e-03         0.0000000e+00    3.4044218e-04         0.0000000e+00
    3.3836855e+02            12545      5.5832737e-03         3.2107778e-04          5.2621959e-03    5.2621959e-03         0.0000000e+00    3.2107778e-04         0.0000000e+00
    3.3848071e+02            12546      5.5460292e-03         3.0054178e-04          5.2454874e-03    5.2454874e-03         0.0000000e+00    3.0054178e-04         0.0000000e+00
    3.3859292e+02            12547      5.5077840e-03         2.7864740e-04          5.2291366e-03    5.2291366e-03         0.0000000e+00    2.7864740e-04         0.0000000e+00
    3.3870519e+02            12548      5.4680380e-03         2.5522192e-04          5.2128161e-03    5.2128161e-03         0.0000000e+00    2.5522192e-04         0.0000000e+00
    3.3881752e+02            12549      5.4268411e-03         2.3040926e-04          5.1964319e-03    5.1964319e-03         0.0000000e+00    2.3040926e-04         0.0000000e+00
    3.3892990e+02            12550      5.3843700e-03         2.0432131e-04          5.1800487e-03    5.1800487e-03         0.0000000e+00    2.0432131e-04         0.0000000e+00
    3.3904067e+02            12551      5.3410492e-03         1.7724053e-04          5.1638087e-03    5.1638087e-03         0.0000000e+00    1.7724053e-04         0.0000000e+00
    3.3914738e+02            12552      5.2982058e-03         1.4990287e-04          5.1483029e-03    5.1483029e-03         0.0000000e+00    1.4990287e-04         0.0000000e+00
    3.3925201e+02            12553      5.2552873e-03         1.2250151e-04          5.1327858e-03    5.1327858e-03         0.0000000e+00    1.2250151e-04         0.0000000e+00
    3.3936278e+02            12554      5.2091590e-03         9.3269899e-05          5.1158891e-03    5.1158891e-03         0.0000000e+00    9.3269899e-05         0.0000000e+00
    3.3946925e+02            12555      5.1627848e-03         6.2721152e-05          5.1000636e-03    5.1000636e-03         0.0000000e+00    6.2721152e-05         0.0000000e+00
    3.3958035e+02            12556      5.1138404e-03         3.1097133e-05          5.0827433e-03    5.0827433e-03         0.0000000e+00    3.1097133e-05         0.0000000e+00
    3.3969112e+02            12557      5.0640759e-03        -1.6408273e-06          5.0657167e-03    5.0657167e-03         0.0000000e+00   -1.6408273e-06         0.0000000e+00
    3.3980189e+02            12558      5.0134602e-03        -3.4857950e-05          5.0483181e-03    5.0483181e-03         0.0000000e+00   -3.4857950e-05         0.0000000e+00
    3.3991328e+02            12559      4.9615233e-03        -6.8800393e-05          5.0303236e-03    5.0303236e-03         0.0000000e+00   -6.8800393e-05         0.0000000e+00
    3.4001979e+02            12560      4.9105439e-03        -1.0223154e-04          5.0127755e-03    5.0127755e-03         0.0000000e+00   -1.0223154e-04         0.0000000e+00
    3.4012943e+02            12561      4.8581611e-03        -1.3540536e-04          4.9935665e-03    4.9935665e-03         0.0000000e+00   -1.3540536e-04         0.0000000e+00
    3.4024021e+02            12562      4.8045115e-03        -1.6885265e-04          4.9733641e-03    4.9733641e-03         0.0000000e+00   -1.6885265e-04         0.0000000e+00
    3.4035099e+02            12563      4.7498037e-03        -2.0247877e-04          4.9522825e-03    4.9522825e-03         0.0000000e+00   -2.0247877e-04         0.0000000e+00
    3.4046277e+02            12564      4.6933997e-03        -2.3645143e-04          4.9298511e-03    4.9298511e-03         0.0000000e+00   -2.3645143e-04         0.0000000e+00
    3.4057218e+02            12565      4.6377936e-03        -2.6933284e-04          4.9071264e-03    4.9071264e-03         0.0000000e+00   -2.6933284e-04         0.0000000e+00
    3.4067988e+02            12566      4.5834607e-03        -2.9997376e-04          4.8834345e-03    4.8834345e-03         0.0000000e+00   -2.9997376e-04         0.0000000e+00
    3.4078595e+02            12567      4.5300000e-03        -3.2887172e-04          4.8588717e-03    4.8588717e-03         0.0000000e+00   -3.2887172e-04         0.0000000e+00
    3.4088765e+02            12568      4.4787761e-03        -3.5612372e-04          4.8348998e-03    4.8348998e-03         0.0000000e+00   -3.5612372e-04         0.0000000e+00
    3.4099651e+02            12569      4.4237697e-03        -3.8411635e-04          4.8078861e-03    4.8078861e-03         0.0000000e+00   -3.8411635e-04         0.0000000e+00
    3.4110473e+02            12570      4.3697847e-03        -4.1080461e-04          4.7805893e-03    4.7805893e-03         0.0000000e+00   -4.1080461e-04         0.0000000e+00
    3.4120621e+02            12571      4.3211077e-03        -4.3356235e-04          4.7546701e-03    4.7546701e-03         0.0000000e+00   -4.3356235e-04         0.0000000e+00
    3.4130110e+02            12572      4.2765240e-03        -4.5334528e-04          4.7298693e-03    4.7298693e-03         0.0000000e+00   -4.5334528e-04         0.0000000e+00
    3.4140490e+02            12573      4.2282594e-03        -4.7354388e-04          4.7018033e-03    4.7018033e-03         0.0000000e+00   -4.7354388e-04         0.0000000e+00
    3.4150722e+02            12574      4.1816267e-03        -4.9296066e-04          4.6745874e-03    4.6745874e-03         0.0000000e+00   -4.9296066e-04         0.0000000e+00
    3.4160550e+02            12575      4.1388423e-03        -5.0948417e-04          4.6483265e-03    4.6483265e-03         0.0000000e+00   -5.0948417e-04         0.0000000e+00
    3.4170727e+02            12576      4.0972856e-03        -5.2340599e-04          4.6206916e-03    4.6206916e-03         0.0000000e+00   -5.2340599e-04         0.0000000e+00
    3.4181133e+02            12577      4.0567723e-03        -5.3576153e-04          4.5925338e-03    4.5925338e-03         0.0000000e+00   -5.3576153e-04         0.0000000e+00
    3.4191454e+02            12578      4.0179016e-03        -5.4675171e-04          4.5646533e-03    4.5646533e-03         0.0000000e+00   -5.4675171e-04         0.0000000e+00
    3.4201541e+02            12579      3.9809413e-03        -5.5626385e-04          4.5372052e-03    4.5372052e-03         0.0000000e+00   -5.5626385e-04         0.0000000e+00
    3.4211862e+02            12580      3.9379589e-03        -5.6335511e-04          4.5013140e-03    4.5013140e-03         0.0000000e+00   -5.6335511e-04         0.0000000e+00
    3.4222330e+02            12581      3.9041551e-03        -5.6720111e-04          4.4713562e-03    4.4713562e-03         0.0000000e+00   -5.6720111e-04         0.0000000e+00
    3.4232570e+02            12582      3.8726374e-03        -5.6884144e-04          4.4414788e-03    4.4414788e-03         0.0000000e+00   -5.6884144e-04         0.0000000e+00
    3.4243119e+02            12583      3.8402002e-03        -5.6947715e-04          4.4096774e-03    4.4096774e-03         0.0000000e+00   -5.6947715e-04         0.0000000e+00
    3.4253456e+02            12584      3.8095470e-03        -5.6826122e-04          4.3778082e-03    4.3778082e-03         0.0000000e+00   -5.6826122e-04         0.0000000e+00
    3.4263643e+02            12585      3.7809407e-03        -5.6445967e-04          4.3454004e-03    4.3454004e-03         0.0000000e+00   -5.6445967e-04         0.0000000e+00
    3.4273924e+02            12586      3.7535006e-03        -5.5801132e-04          4.3115119e-03    4.3115119e-03         0.0000000e+00   -5.5801132e-04         0.0000000e+00
    3.4284061e+02            12587      3.7278293e-03        -5.4975342e-04          4.2775827e-03    4.2775827e-03         0.0000000e+00   -5.4975342e-04         0.0000000e+00
    3.4293871e+02            12588      3.7034818e-03        -5.4054831e-04          4.2440302e-03    4.2440302e-03         0.0000000e+00   -5.4054831e-04         0.0000000e+00
    3.4303891e+02            12589      3.6784655e-03        -5.3028399e-04          4.2087495e-03    4.2087495e-03         0.0000000e+00   -5.3028399e-04         0.0000000e+00
    3.4314080e+02            12590      3.6549941e-03        -5.1737049e-04          4.1723646e-03    4.1723646e-03         0.0000000e+00   -5.1737049e-04         0.0000000e+00
    3.4324482e+02            12591      3.6328643e-03        -5.0168218e-04          4.1345465e-03    4.1345465e-03         0.0000000e+00   -5.0168218e-04         0.0000000e+00
    3.4334932e+02            12592      3.6120355e-03        -4.8405748e-04          4.0960930e-03    4.0960930e-03         0.0000000e+00   -4.8405748e-04         0.0000000e+00
    3.4345243e+02            12593      3.5922879e-03        -4.6535358e-04          4.0576415e-03    4.0576415e-03         0.0000000e+00   -4.6535358e-04         0.0000000e+00
    3.4355505e+02            12594      3.5734642e-03        -4.4555734e-04          4.0190215e-03    4.0190215e-03         0.0000000e+00   -4.4555734e-04         0.0000000e+00
    3.4365517e+02            12595      3.5570843e-03        -4.2417957e-04          3.9812638e-03    3.9812638e-03         0.0000000e+00   -4.2417957e-04         0.0000000e+00
    3.4375815e+02            12596      3.5407313e-03        -4.0110294e-04          3.9418342e-03    3.9418342e-03         0.0000000e+00   -4.0110294e-04         0.0000000e+00
    3.4386064e+02            12597      3.5261286e-03        -3.7632172e-04          3.9024503e-03    3.9024503e-03         0.0000000e+00   -3.7632172e-04         0.0000000e+00
    3.4396455e+02            12598      3.5118075e-03        -3.5035335e-04          3.8621609e-03    3.8621609e-03         0.0000000e+00   -3.5035335e-04         0.0000000e+00
    3.4406599e+02            12599      3.4995981e-03        -3.2318437e-04          3.8227824e-03    3.8227824e-03         0.0000000e+00   -3.2318437e-04         0.0000000e+00
    3.4416429e+02            12600      3.4894121e-03        -2.9530746e-04          3.7847195e-03    3.7847195e-03         0.0000000e+00   -2.9530746e-04         0.0000000e+00
    3.4426182e+02            12601      3.4802815e-03        -2.6683975e-04          3.7471213e-03    3.7471213e-03         0.0000000e+00   -2.6683975e-04         0.0000000e+00
    3.4435784e+02            12602      3.4725622e-03        -2.3782172e-04          3.7103839e-03    3.7103839e-03         0.0000000e+00   -2.3782172e-04         0.0000000e+00
    3.4445774e+02            12603      3.4649852e-03        -2.0746784e-04          3.6724531e-03    3.6724531e-03         0.0000000e+00   -2.0746784e-04         0.0000000e+00
    3.4455360e+02            12604      3.4607410e-03        -1.7611207e-04          3.6368531e-03    3.6368531e-03         0.0000000e+00   -1.7611207e-04         0.0000000e+00
    3.4464521e+02            12605      3.4577855e-03        -1.4508290e-04          3.6028684e-03    3.6028684e-03         0.0000000e+00   -1.4508290e-04         0.0000000e+00
    3.4473496e+02            12606      3.4553623e-03        -1.1429106e-04          3.5696533e-03    3.5696533e-03         0.0000000e+00   -1.1429106e-04         0.0000000e+00
    3.4482331e+02            12607      3.4538803e-03        -8.3473543e-05          3.5373538e-03    3.5373538e-03         0.0000000e+00   -8.3473543e-05         0.0000000e+00
    3.4490997e+02            12608      3.4534788e-03        -5.2668660e-05          3.5061474e-03    3.5061474e-03         0.0000000e+00   -5.2668660e-05         0.0000000e+00
    3.4507823e+02            12610      3.4551291e-03         8.6503800e-06          3.4464787e-03    3.4464787e-03         0.0000000e+00    8.6503800e-06         0.0000000e+00
    3.4516443e+02            12611      3.4568508e-03         4.0623788e-05          3.4162270e-03    3.4162270e-03         0.0000000e+00    4.0623788e-05         0.0000000e+00
    3.4524966e+02            12612      3.4603078e-03         7.3485574e-05          3.3868223e-03    3.3868223e-03         0.0000000e+00    7.3485574e-05         0.0000000e+00
    3.4533111e+02            12613      3.4648163e-03         1.0571522e-04          3.3591010e-03    3.3591010e-03         0.0000000e+00    1.0571522e-04         0.0000000e+00
    3.4541462e+02            12614      3.4685820e-03         1.3808030e-04          3.3305017e-03    3.3305017e-03         0.0000000e+00    1.3808030e-04         0.0000000e+00
    3.4558513e+02            12616      3.4780988e-03         2.0444424e-04          3.2736546e-03    3.2736546e-03         0.0000000e+00    2.0444424e-04         0.0000000e+00
    3.4566967e+02            12617      3.4867379e-03         2.3940266e-04          3.2473352e-03    3.2473352e-03         0.0000000e+00    2.3940266e-04         0.0000000e+00
    3.4575251e+02            12618      3.4946529e-03         2.7296809e-04          3.2216848e-03    3.2216848e-03         0.0000000e+00    2.7296809e-04         0.0000000e+00
    3.4584071e+02            12619      3.5024669e-03         3.0753492e-04          3.1949320e-03    3.1949320e-03         0.0000000e+00    3.0753492e-04         0.0000000e+00
    3.4592823e+02            12620      3.5125436e-03         3.4281584e-04          3.1697277e-03    3.1697277e-03         0.0000000e+00    3.4281584e-04         0.0000000e+00
    3.4601199e+02            12621      3.5233980e-03         3.7688288e-04          3.1465151e-03    3.1465151e-03         0.0000000e+00    3.7688288e-04         0.0000000e+00
    3.4617479e+02            12623      3.5479459e-03         4.4060758e-04          3.1073383e-03    3.1073383e-03         0.0000000e+00    4.4060758e-04         0.0000000e+00
    3.4626327e+02            12624      3.5585143e-03         4.7305761e-04          3.0854567e-03    3.0854567e-03         0.0000000e+00    4.7305761e-04         0.0000000e+00
    3.4634963e+02            12625      3.5721019e-03         5.0615136e-04          3.0659506e-03    3.0659506e-03         0.0000000e+00    5.0615136e-04         0.0000000e+00
    3.4643419e+02            12626      3.5855918e-03         5.3824181e-04          3.0473500e-03    3.0473500e-03         0.0000000e+00    5.3824181e-04         0.0000000e+00
    3.4651853e+02            12627      3.5987666e-03         5.6937396e-04          3.0293926e-03    3.0293926e-03         0.0000000e+00    5.6937396e-04         0.0000000e+00
    3.4660092e+02            12628      3.6118641e-03         5.9883477e-04          3.0130293e-03    3.0130293e-03         0.0000000e+00    5.9883477e-04         0.0000000e+00
    3.4676112e+02            12630      3.6357841e-03         6.5226252e-04          2.9835216e-03    2.9835216e-03         0.0000000e+00    6.5226252e-04         0.0000000e+00
    3.4684009e+02            12631      3.6472223e-03         6.7735328e-04          2.9698690e-03    2.9698690e-03         0.0000000e+00    6.7735328e-04         0.0000000e+00
    3.4691830e+02            12632      3.6584861e-03         7.0162438e-04          2.9568617e-03    2.9568617e-03         0.0000000e+00    7.0162438e-04         0.0000000e+00
    3.4707851e+02            12634      3.6793681e-03         7.4798939e-04          2.9313787e-03    2.9313787e-03         0.0000000e+00    7.4798939e-04         0.0000000e+00
    3.4716002e+02            12635      3.6892738e-03         7.6960819e-04          2.9196656e-03    2.9196656e-03         0.0000000e+00    7.6960819e-04         0.0000000e+00
    3.4724160e+02            12636      3.6976269e-03         7.8965779e-04          2.9079691e-03    2.9079691e-03         0.0000000e+00    7.8965779e-04         0.0000000e+00
    3.4732620e+02            12637      3.7050512e-03         8.0896540e-04          2.8960858e-03    2.8960858e-03         0.0000000e+00    8.0896540e-04         0.0000000e+00
    3.4740861e+02            12638      3.7122477e-03         8.2725432e-04          2.8849934e-03    2.8849934e-03         0.0000000e+00    8.2725432e-04         0.0000000e+00
    3.4757294e+02            12640      3.7215049e-03         8.5922117e-04          2.8622838e-03    2.8622838e-03         0.0000000e+00    8.5922117e-04         0.0000000e+00
    3.4765452e+02            12641      3.7227858e-03         8.7167859e-04          2.8511072e-03    2.8511072e-03         0.0000000e+00    8.7167859e-04         0.0000000e+00
    3.4773501e+02            12642      3.7230963e-03         8.8219474e-04          2.8409016e-03    2.8409016e-03         0.0000000e+00    8.8219474e-04         0.0000000e+00
    3.4782624e+02            12643      3.7201523e-03         8.9180221e-04          2.8283501e-03    2.8283501e-03         0.0000000e+00    8.9180221e-04         0.0000000e+00
    3.4791575e+02            12644      3.7175975e-03         9.0085638e-04          2.8167411e-03    2.8167411e-03         0.0000000e+00    9.0085638e-04         0.0000000e+00
    3.4800022e+02            12645      3.7147467e-03         9.0851562e-04          2.8062311e-03    2.8062311e-03         0.0000000e+00    9.0851562e-04         0.0000000e+00
    3.4816971e+02            12647      3.6980314e-03         9.1455953e-04          2.7834719e-03    2.7834719e-03         0.0000000e+00    9.1455953e-04         0.0000000e+00
    3.4826436e+02            12648      3.6834998e-03         9.1342102e-04          2.7700788e-03    2.7700788e-03         0.0000000e+00    9.1342102e-04         0.0000000e+00
    3.4836228e+02            12649      3.6674358e-03         9.1068507e-04          2.7567507e-03    2.7567507e-03         0.0000000e+00    9.1068507e-04         0.0000000e+00
    3.4845872e+02            12650      3.6505905e-03         9.0672708e-04          2.7438634e-03    2.7438634e-03         0.0000000e+00    9.0672708e-04         0.0000000e+00
    3.4855380e+02            12651      3.6316227e-03         9.0076727e-04          2.7308555e-03    2.7308555e-03         0.0000000e+00    9.0076727e-04         0.0000000e+00
    3.4864766e+02            12652      3.6094224e-03         8.9188012e-04          2.7175423e-03    2.7175423e-03         0.0000000e+00    8.9188012e-04         0.0000000e+00
    3.4873972e+02            12653      3.5849610e-03         8.8054146e-04          2.7044195e-03    2.7044195e-03         0.0000000e+00    8.8054146e-04         0.0000000e+00
    3.4883127e+02            12654      3.5589260e-03         8.6748655e-04          2.6914395e-03    2.6914395e-03         0.0000000e+00    8.6748655e-04         0.0000000e+00
    3.4892170e+02            12655      3.5317427e-03         8.5327778e-04          2.6784649e-03    2.6784649e-03         0.0000000e+00    8.5327778e-04         0.0000000e+00
    3.4901107e+02            12656      3.5034465e-03         8.3799819e-04          2.6654483e-03    2.6654483e-03         0.0000000e+00    8.3799819e-04         0.0000000e+00
    3.4918583e+02            12658      3.4393502e-03         8.0129301e-04          2.6380572e-03    2.6380572e-03         0.0000000e+00    8.0129301e-04         0.0000000e+00
    3.4927198e+02            12659      3.4041514e-03         7.8031772e-04          2.6238336e-03    2.6238336e-03         0.0000000e+00    7.8031772e-04         0.0000000e+00
    3.4935573e+02            12660      3.3684236e-03         7.5881377e-04          2.6096099e-03    2.6096099e-03         0.0000000e+00    7.5881377e-04         0.0000000e+00
    3.4943758e+02            12661      3.3327384e-03         7.3706108e-04          2.5956773e-03    2.5956773e-03         0.0000000e+00    7.3706108e-04         0.0000000e+00
    3.4951466e+02            12662      3.2978239e-03         7.1568361e-04          2.5821403e-03    2.5821403e-03         0.0000000e+00    7.1568361e-04         0.0000000e+00
    3.4966525e+02            12664      3.2230445e-03         6.6980253e-04          2.5532420e-03    2.5532420e-03         0.0000000e+00    6.6980253e-04         0.0000000e+00
    3.4974058e+02            12665      3.1827738e-03         6.4489852e-04          2.5378753e-03    2.5378753e-03         0.0000000e+00    6.4489852e-04         0.0000000e+00
    3.4981542e+02            12666      3.1416576e-03         6.1928852e-04          2.5223691e-03    2.5223691e-03         0.0000000e+00    6.1928852e-04         0.0000000e+00
    3.4996375e+02            12668      3.0569850e-03         5.6683445e-04          2.4901506e-03    2.4901506e-03         0.0000000e+00    5.6683445e-04         0.0000000e+00
    3.5003584e+02            12669      3.0138208e-03         5.4026928e-04          2.4735515e-03    2.4735515e-03         0.0000000e+00    5.4026928e-04         0.0000000e+00
    3.5011576e+02            12670      2.9638173e-03         5.1007355e-04          2.4537437e-03    2.4537437e-03         0.0000000e+00    5.1007355e-04         0.0000000e+00
    3.5027333e+02            12672      2.8581320e-03         4.4551606e-04          2.4126160e-03    2.4126160e-03         0.0000000e+00    4.4551606e-04         0.0000000e+00
    3.5035149e+02            12673      2.8037895e-03         4.1259490e-04          2.3911946e-03    2.3911946e-03         0.0000000e+00    4.1259490e-04         0.0000000e+00
